Time,cpu,mem,gpu,gpu video,gpu enhance
8/21/2023 11:59:16,10.60%,28.003 GB,100%,0%,0%
8/21/2023 11:59:18,11.30%,27.995 GB,100%,0%,0%
8/21/2023 11:59:20,10.80%,27.990 GB,100%,0%,0%
8/21/2023 11:59:22,11.00%,27.987 GB,100%,0%,0%
8/21/2023 11:59:24,11.50%,27.988 GB,100%,0%,0%
8/21/2023 11:59:28,11.30%,27.982 GB,41.40%,0%,0%
8/21/2023 11:59:30,10.70%,27.981 GB,0.04%,0%,0%
8/21/2023 11:59:32,5.19%,27.980 GB,7.60%,0%,0%
8/21/2023 11:59:34,16.10%,28.209 GB,100%,0%,0%
8/21/2023 11:59:36,63.40%,28.089 GB,100%,0%,0%
8/21/2023 11:59:38,10.90%,27.932 GB,100%,0%,0%
8/21/2023 11:59:40,13.00%,28.013 GB,100%,0%,0%
8/21/2023 11:59:42,11.60%,27.997 GB,100%,0%,0%
8/21/2023 11:59:44,10.80%,27.994 GB,100%,0%,0%
8/21/2023 11:59:46,10.70%,27.992 GB,100%,0%,0%
8/21/2023 11:59:48,11.80%,27.993 GB,100%,0%,0%
8/21/2023 11:59:50,11.40%,27.988 GB,100%,0%,0%
8/21/2023 11:59:52,10.60%,27.986 GB,98.40%,0%,0%
8/21/2023 11:59:54,11.90%,27.984 GB,0%,0%,0%
8/21/2023 11:59:56,10.30%,27.981 GB,0.30%,0%,0%
8/21/2023 11:59:58,1.81%,28.098 GB,62.40%,0%,0%
8/21/2023 12:00:00,54.70%,28.182 GB,100%,0%,0%
8/21/2023 12:00:02,21.90%,27.950 GB,100%,0%,0%
8/21/2023 12:00:04,10.60%,28.014 GB,100%,0%,0%
8/21/2023 12:00:06,11.50%,28.010 GB,100%,0%,0%
8/21/2023 12:00:08,11.00%,28.000 GB,100%,0%,0%
8/21/2023 12:00:10,11.60%,27.997 GB,100%,0%,0%
8/21/2023 12:00:12,11.50%,27.995 GB,100%,0%,0%
8/21/2023 12:00:14,11.10%,27.993 GB,100%,0%,0%
8/21/2023 12:00:16,13.20%,27.992 GB,100%,0%,0%
8/21/2023 12:00:18,13.70%,27.988 GB,44.60%,0%,0%
8/21/2023 12:00:20,11.40%,28.002 GB,0.20%,0%,0%
8/21/2023 12:00:22,4.32%,27.995 GB,72.00%,0%,0%
8/21/2023 12:00:26,39.30%,28.210 GB,100%,0%,0%
8/21/2023 12:00:28,19.50%,28.014 GB,100%,0%,0%
8/21/2023 12:00:30,11.00%,28.008 GB,100%,0%,0%
8/21/2023 12:00:32,10.90%,27.999 GB,100%,0%,0%
8/21/2023 12:00:34,11.50%,27.997 GB,100%,0%,0%
8/21/2023 12:00:36,11.00%,27.987 GB,100%,0%,0%
8/21/2023 12:00:38,11.30%,27.984 GB,100%,0%,0%
8/21/2023 12:00:40,11.90%,27.990 GB,100%,0%,0%
8/21/2023 12:00:42,12.30%,27.986 GB,100%,0%,0%
8/21/2023 12:00:44,10.40%,27.979 GB,49.50%,0%,0%
8/21/2023 12:00:46,11.40%,27.974 GB,0.03%,0%,0%
8/21/2023 12:00:48,5.30%,27.970 GB,28.80%,0%,0%
8/21/2023 12:00:50,21.70%,28.190 GB,100.00%,0%,0%
8/21/2023 12:00:52,50.10%,28.122 GB,100%,0%,0%
8/21/2023 12:00:56,11.60%,27.933 GB,100%,0%,0%
8/21/2023 12:00:58,11.00%,27.975 GB,100%,0%,0%
8/21/2023 12:01:00,12.10%,27.970 GB,100%,0%,0%
8/21/2023 12:01:02,11.20%,27.962 GB,100%,0%,0%
8/21/2023 12:01:04,11.10%,27.959 GB,100%,0%,0%
8/21/2023 12:01:06,10.80%,27.959 GB,100%,0%,0%
8/21/2023 12:01:08,10.50%,27.957 GB,100%,0%,0%
8/21/2023 12:01:10,11.60%,27.956 GB,0.95%,0%,0%
8/21/2023 12:01:12,11.60%,27.957 GB,0.28%,0%,0%
8/21/2023 12:01:14,5.24%,27.959 GB,86.50%,0%,0%
8/21/2023 12:01:16,64.20%,28.162 GB,88.10%,0%,0%
8/21/2023 12:01:18,10.20%,27.921 GB,100%,0%,0%
8/21/2023 12:01:20,10.50%,27.993 GB,100%,0%,0%
8/21/2023 12:01:22,11.20%,27.987 GB,100%,0%,0%
8/21/2023 12:01:24,11.00%,27.976 GB,100%,0%,0%
8/21/2023 12:01:26,10.90%,27.973 GB,100%,0%,0%
8/21/2023 12:01:28,11.80%,27.967 GB,100%,0%,0%
8/21/2023 12:01:30,10.80%,27.969 GB,100%,0%,0%
8/21/2023 12:01:32,11.00%,27.964 GB,100%,0%,0%
8/21/2023 12:01:34,11.00%,27.960 GB,0.91%,0%,0%
8/21/2023 12:01:36,10.90%,27.959 GB,0.01%,0%,0%
8/21/2023 12:01:38,1.25%,27.960 GB,0.29%,0%,0%
8/21/2023 12:01:40,7.71%,28.219 GB,95.00%,0%,0%
8/21/2023 12:01:42,69.20%,28.169 GB,100%,0%,0%
8/21/2023 12:01:44,11.50%,27.842 GB,100%,0%,0%
8/21/2023 12:01:46,10.80%,28.004 GB,100%,0%,0%
8/21/2023 12:01:48,11.30%,27.994 GB,100%,0%,0%
8/21/2023 12:01:50,10.70%,27.993 GB,100%,0%,0%
8/21/2023 12:01:52,10.40%,27.989 GB,100%,0%,0%
8/21/2023 12:01:54,11.20%,27.985 GB,100%,0%,0%
8/21/2023 12:01:56,12.20%,27.984 GB,100%,0%,0%
8/21/2023 12:01:58,11.10%,27.998 GB,60.40%,0%,0%
8/21/2023 12:02:00,10.50%,27.997 GB,0.01%,0%,0%
8/21/2023 12:02:02,7.07%,27.997 GB,0.29%,0%,0%
8/21/2023 12:02:04,5.19%,28.107 GB,74.80%,0%,0%
8/21/2023 12:02:06,63.50%,28.163 GB,94.50%,0%,0%
8/21/2023 12:02:08,10.50%,27.896 GB,100%,0%,0%
8/21/2023 12:02:10,11.30%,28.025 GB,100%,0%,0%
8/21/2023 12:02:12,11.50%,28.016 GB,100%,0%,0%
8/21/2023 12:02:14,10.50%,28.008 GB,100%,0%,0%
8/21/2023 12:02:16,11.40%,28.007 GB,100%,0%,0%
8/21/2023 12:02:18,10.80%,27.998 GB,100%,0%,0%
8/21/2023 12:02:20,11.40%,27.994 GB,100%,0%,0%
8/21/2023 12:02:22,11.40%,27.992 GB,100%,0%,0%
8/21/2023 12:02:24,11.00%,27.992 GB,60.00%,0%,0%
8/21/2023 12:02:26,10.90%,27.995 GB,0.19%,0%,0%
8/21/2023 12:02:28,6.68%,27.992 GB,0%,0%,0%
8/21/2023 12:02:30,24.40%,28.096 GB,93.70%,0%,0%
8/21/2023 12:02:32,63.20%,28.085 GB,100%,0%,0%
8/21/2023 12:02:34,10.50%,28.010 GB,100%,0%,0%
8/21/2023 12:02:36,11.10%,28.019 GB,100%,0%,0%
8/21/2023 12:02:38,10.90%,28.007 GB,100%,0%,0%
8/21/2023 12:02:40,11.70%,28.006 GB,100%,0%,0%
8/21/2023 12:02:42,11.30%,28.001 GB,100%,0%,0%
8/21/2023 12:02:44,11.10%,27.997 GB,100%,0%,0%
8/21/2023 12:02:46,11.90%,27.996 GB,100%,0%,0%
8/21/2023 12:02:48,10.70%,27.995 GB,5.90%,0%,0%
8/21/2023 12:02:50,10.40%,27.994 GB,0.03%,0%,0%
8/21/2023 12:02:52,6.81%,27.992 GB,28.30%,0%,0%
8/21/2023 12:02:54,0.50%,28.091 GB,100%,0%,0%
8/21/2023 12:02:56,47.40%,28.193 GB,100%,0%,0%
8/21/2023 12:02:58,11.00%,27.959 GB,100%,0%,0%
8/21/2023 12:03:00,10.50%,27.984 GB,100%,0%,0%
8/21/2023 12:03:02,11.30%,27.976 GB,100%,0%,0%
8/21/2023 12:03:04,10.60%,27.972 GB,100%,0%,0%
8/21/2023 12:03:06,11.80%,27.972 GB,100%,0%,0%
8/21/2023 12:03:08,10.50%,27.966 GB,100%,0%,0%
8/21/2023 12:03:10,11.60%,27.963 GB,100%,0%,0%
8/21/2023 12:03:12,11.50%,27.959 GB,74.30%,0%,0%
8/21/2023 12:03:14,11.40%,27.956 GB,0.01%,0%,0%
8/21/2023 12:03:16,10.80%,27.955 GB,41.00%,0%,0%
8/21/2023 12:03:18,1.88%,27.952 GB,85.60%,0%,0%
8/21/2023 12:03:20,9.40%,28.210 GB,85.90%,0%,0%
8/21/2023 12:03:22,45.70%,28.113 GB,100%,0%,0%
8/21/2023 12:03:24,10.70%,27.933 GB,100%,0%,0%
8/21/2023 12:03:26,10.90%,28.010 GB,100%,0%,0%
8/21/2023 12:03:28,11.30%,28.002 GB,100%,0%,0%
8/21/2023 12:03:30,11.70%,27.988 GB,100%,0%,0%
8/21/2023 12:03:32,13.00%,27.982 GB,100%,0%,0%
8/21/2023 12:03:34,12.00%,27.974 GB,100%,0%,0%
8/21/2023 12:03:36,10.90%,27.979 GB,7.50%,0%,0%
8/21/2023 12:03:38,10.90%,27.983 GB,0.03%,0%,0%
8/21/2023 12:03:40,11.80%,27.982 GB,33.00%,0%,0%
8/21/2023 12:03:42,7.27%,27.980 GB,100%,0%,0%
8/21/2023 12:03:44,0.75%,28.088 GB,100%,0%,0%
8/21/2023 12:03:46,45.50%,28.200 GB,100%,0%,0%
8/21/2023 12:03:48,11.10%,28.002 GB,100%,0%,0%
8/21/2023 12:03:50,11.00%,28.005 GB,100%,0%,0%
8/21/2023 12:03:52,10.30%,28.000 GB,100%,0%,0%
8/21/2023 12:03:54,11.00%,27.995 GB,100%,0%,0%
8/21/2023 12:03:56,10.90%,27.994 GB,100%,0%,0%
8/21/2023 12:03:58,10.80%,27.991 GB,100%,0%,0%
8/21/2023 12:04:00,11.00%,27.990 GB,52.90%,0%,0%
8/21/2023 12:04:02,10.80%,27.989 GB,0.01%,0%,0%
8/21/2023 12:04:04,10.90%,27.986 GB,46.00%,0%,0%
8/21/2023 12:04:06,11.10%,27.983 GB,100%,0%,0%
8/21/2023 12:04:08,1.12%,27.980 GB,100%,0%,0%
8/21/2023 12:04:10,12.50%,28.205 GB,100%,0%,0%
8/21/2023 12:04:12,46.10%,28.123 GB,100%,0%,0%
8/21/2023 12:04:14,11.00%,27.966 GB,100%,0%,0%
8/21/2023 12:04:16,11.80%,28.008 GB,100%,0%,0%
8/21/2023 12:04:18,11.40%,27.997 GB,100%,0%,0%
8/21/2023 12:04:20,10.40%,27.990 GB,100%,0%,0%
8/21/2023 12:04:22,10.90%,27.989 GB,100%,0%,0%
8/21/2023 12:04:24,12.00%,27.985 GB,53.80%,0%,0%
8/21/2023 12:04:26,11.60%,27.983 GB,0.02%,0%,0%
8/21/2023 12:04:28,11.00%,27.994 GB,0.29%,0%,0%
8/21/2023 12:04:30,10.50%,27.994 GB,86.30%,0%,0%
8/21/2023 12:04:32,12.10%,27.993 GB,96.00%,0%,0%
8/21/2023 12:04:34,4.59%,27.985 GB,100%,0%,0%
8/21/2023 12:04:36,69.40%,28.183 GB,100%,0%,0%
8/21/2023 12:04:38,33.70%,27.848 GB,100%,0%,0%
8/21/2023 12:04:40,11.10%,28.044 GB,100%,0%,0%
8/21/2023 12:04:42,14.80%,28.038 GB,100%,0%,0%
8/21/2023 12:04:44,11.70%,28.039 GB,100%,0%,0%
8/21/2023 12:04:46,10.70%,28.030 GB,100%,0%,0%
8/21/2023 12:04:48,12.80%,28.022 GB,100%,0%,0%
8/21/2023 12:04:50,11.40%,28.022 GB,0.50%,0%,0%
8/21/2023 12:04:52,10.80%,28.018 GB,0.27%,0%,0%
8/21/2023 12:04:54,10.60%,28.014 GB,90.80%,0%,0%
8/21/2023 12:04:56,11.40%,28.013 GB,100%,0%,0%
8/21/2023 12:04:58,4.89%,28.011 GB,100%,0%,0%
8/21/2023 12:05:00,43.50%,28.144 GB,100%,0%,0%
8/21/2023 12:05:02,31.60%,27.995 GB,100%,0%,0%
8/21/2023 12:05:04,11.20%,28.028 GB,100%,0%,0%
8/21/2023 12:05:06,10.40%,28.026 GB,100%,0%,0%
8/21/2023 12:05:08,10.50%,28.019 GB,100%,0%,0%
8/21/2023 12:05:10,11.90%,28.017 GB,100%,0%,0%
8/21/2023 12:05:12,12.60%,28.015 GB,100%,0%,0%
8/21/2023 12:05:14,10.80%,28.003 GB,50%,0%,0%
8/21/2023 12:05:16,11.40%,28.003 GB,0.02%,0%,0%
8/21/2023 12:05:18,11.50%,28.000 GB,0.82%,0%,0%
8/21/2023 12:05:20,10.70%,27.993 GB,100%,0%,0%
8/21/2023 12:05:22,10.80%,27.992 GB,100%,0%,0%
8/21/2023 12:05:24,0.81%,28.044 GB,100%,0%,0%
8/21/2023 12:05:26,43.90%,28.207 GB,100%,0%,0%
8/21/2023 12:05:28,31.50%,27.977 GB,100%,0%,0%
8/21/2023 12:05:30,11.00%,28.003 GB,100%,0%,0%
8/21/2023 12:05:32,11.90%,27.998 GB,100%,0%,0%
8/21/2023 12:05:34,11.90%,27.987 GB,100%,0%,0%
8/21/2023 12:05:36,11.90%,27.986 GB,100%,0%,0%
8/21/2023 12:05:38,11.10%,27.983 GB,100%,0%,0%
8/21/2023 12:05:40,11.70%,27.979 GB,0%,0%,0%
8/21/2023 12:05:42,11.50%,27.978 GB,0.30%,0%,0%
8/21/2023 12:05:44,11.40%,27.975 GB,44.40%,0%,0%
8/21/2023 12:05:46,11.20%,27.982 GB,100.00%,0%,0%
8/21/2023 12:05:48,5.88%,27.977 GB,100%,0%,0%
8/21/2023 12:05:50,6.75%,28.215 GB,100%,0%,0%
8/21/2023 12:05:52,63.90%,28.179 GB,100%,0%,0%
8/21/2023 12:05:54,10.90%,27.936 GB,100%,0%,0%
8/21/2023 12:05:56,12.00%,28.019 GB,100%,0%,0%
8/21/2023 12:05:58,11.30%,28.003 GB,100%,0%,0%
8/21/2023 12:06:00,11.00%,27.990 GB,100%,0%,0%
8/21/2023 12:06:02,10.80%,27.984 GB,100%,0%,0%
8/21/2023 12:06:04,11.60%,27.982 GB,50%,0%,0%
8/21/2023 12:06:06,11.10%,27.983 GB,0.03%,0%,0%
8/21/2023 12:06:08,10.70%,27.988 GB,4.66%,0%,0%
8/21/2023 12:06:10,12.50%,27.988 GB,97.90%,0%,0%
8/21/2023 12:06:12,11.20%,27.988 GB,100%,0%,0%
8/21/2023 12:06:14,1.38%,28.227 GB,100%,0%,0%
8/21/2023 12:06:16,49.00%,28.169 GB,100%,0%,0%
8/21/2023 12:06:18,26.50%,27.929 GB,100%,0%,0%
8/21/2023 12:06:20,10.40%,27.988 GB,100%,0%,0%
8/21/2023 12:06:22,10.70%,27.985 GB,100%,0%,0%
8/21/2023 12:06:24,10.50%,27.984 GB,100%,0%,0%
8/21/2023 12:06:26,10.80%,27.983 GB,100%,0%,0%
8/21/2023 12:06:28,10.60%,27.979 GB,100%,0%,0%
8/21/2023 12:06:30,12.60%,27.978 GB,0%,0%,0%
8/21/2023 12:06:32,10.90%,27.978 GB,0.30%,0%,0%
8/21/2023 12:06:34,11.00%,27.976 GB,47.50%,0%,0%
8/21/2023 12:06:36,10.80%,27.974 GB,100%,0%,0%
8/21/2023 12:06:38,5.83%,28.085 GB,100%,0%,0%
8/21/2023 12:06:40,10.60%,28.182 GB,100%,0%,0%
8/21/2023 12:06:42,45.90%,27.975 GB,100%,0%,0%
8/21/2023 12:06:44,10.90%,28.004 GB,100%,0%,0%
8/21/2023 12:06:46,10.80%,27.999 GB,100%,0%,0%
8/21/2023 12:06:48,11.40%,27.990 GB,100%,0%,0%
8/21/2023 12:06:50,10.80%,27.988 GB,100%,0%,0%
8/21/2023 12:06:52,10.70%,27.986 GB,100%,0%,0%
8/21/2023 12:06:54,12.50%,27.984 GB,50%,0%,0%
8/21/2023 12:06:56,10.90%,27.977 GB,0.03%,0%,0%
8/21/2023 12:06:58,10.70%,27.976 GB,0.60%,0%,0%
8/21/2023 12:07:00,11.00%,27.976 GB,100%,0%,0%
8/21/2023 12:07:02,7.02%,27.974 GB,100%,0%,0%
8/21/2023 12:07:04,8.74%,28.212 GB,100%,0%,0%
8/21/2023 12:07:06,63.90%,28.159 GB,100%,0%,0%
8/21/2023 12:07:08,10.70%,27.925 GB,100%,0%,0%
8/21/2023 12:07:10,11.80%,28.004 GB,100%,0%,0%
8/21/2023 12:07:12,11.60%,27.997 GB,100%,0%,0%
8/21/2023 12:07:14,10.80%,27.992 GB,100%,0%,0%
8/21/2023 12:07:16,11.10%,27.989 GB,100%,0%,0%
8/21/2023 12:07:18,11.70%,27.981 GB,100%,0%,0%
8/21/2023 12:07:20,10.50%,27.983 GB,0%,0%,0%
8/21/2023 12:07:22,10.50%,27.985 GB,0.30%,0%,0%
8/21/2023 12:07:24,10.80%,27.982 GB,45.10%,0%,0%
8/21/2023 12:07:26,11.40%,27.980 GB,86.80%,0%,0%
8/21/2023 12:07:28,0.94%,28.095 GB,100%,0%,0%
8/21/2023 12:07:30,48.10%,28.208 GB,100%,0%,0%
8/21/2023 12:07:32,27.10%,27.971 GB,100%,0%,0%
8/21/2023 12:07:34,11.40%,28.010 GB,100%,0%,0%
8/21/2023 12:07:36,11.00%,28.003 GB,100%,0%,0%
8/21/2023 12:07:38,10.60%,27.994 GB,100%,0%,0%
8/21/2023 12:07:40,11.90%,27.992 GB,100%,0%,0%
8/21/2023 12:07:42,11.10%,27.988 GB,100%,0%,0%
8/21/2023 12:07:44,11.10%,27.985 GB,50%,0%,0%
8/21/2023 12:07:46,11.20%,27.985 GB,0.03%,0%,0%
8/21/2023 12:07:48,10.20%,27.985 GB,2.96%,0%,0%
8/21/2023 12:07:50,10.40%,27.984 GB,87.00%,0%,0%
8/21/2023 12:07:52,5.32%,27.981 GB,86.90%,0%,0%
8/21/2023 12:07:54,8.40%,28.189 GB,87.10%,0%,0%
8/21/2023 12:07:56,63.10%,28.143 GB,86.20%,0%,0%
8/21/2023 12:07:58,10.60%,27.926 GB,86.30%,0%,0%
8/21/2023 12:08:00,10.10%,28.022 GB,98.10%,0%,0%
8/21/2023 12:08:02,10.60%,28.016 GB,100%,0%,0%
8/21/2023 12:08:04,10.50%,28.014 GB,100%,0%,0%
8/21/2023 12:08:06,10.50%,28.012 GB,100%,0%,0%
8/21/2023 12:08:08,10.50%,28.010 GB,100%,0%,0%
8/21/2023 12:08:10,12.80%,28.008 GB,0%,0%,0%
8/21/2023 12:08:12,12.30%,28.002 GB,0.30%,0%,0%
8/21/2023 12:08:14,11.80%,27.998 GB,56.20%,0%,0%
8/21/2023 12:08:16,10.30%,27.999 GB,100%,0%,0%
8/21/2023 12:08:18,1.06%,28.109 GB,100%,0%,0%
8/21/2023 12:08:20,50.50%,28.205 GB,100%,0%,0%
8/21/2023 12:08:22,25.60%,27.966 GB,100%,0%,0%
8/21/2023 12:08:24,10.40%,28.010 GB,100%,0%,0%
8/21/2023 12:08:26,10.90%,28.006 GB,100%,0%,0%
8/21/2023 12:08:28,10.70%,28.003 GB,100%,0%,0%
8/21/2023 12:08:30,10.70%,28.000 GB,100%,0%,0%
8/21/2023 12:08:32,11.00%,27.997 GB,100%,0%,0%
8/21/2023 12:08:34,10.80%,27.996 GB,50%,0%,0%
8/21/2023 12:08:36,11.10%,27.995 GB,0.03%,0%,0%
8/21/2023 12:08:38,11.90%,27.993 GB,3.67%,0%,0%
8/21/2023 12:08:40,11.90%,27.987 GB,86.90%,0%,0%
8/21/2023 12:08:42,6.01%,27.982 GB,100.00%,0%,0%
8/21/2023 12:08:44,11.50%,28.207 GB,100%,0%,0%
8/21/2023 12:08:46,61.20%,28.136 GB,100%,0%,0%
8/21/2023 12:08:48,10.60%,27.919 GB,100%,0%,0%
8/21/2023 12:08:50,10.80%,27.991 GB,100%,0%,0%
8/21/2023 12:08:52,10.60%,27.987 GB,100%,0%,0%
8/21/2023 12:08:54,10.70%,27.986 GB,100%,0%,0%
8/21/2023 12:08:56,11.00%,27.985 GB,100%,0%,0%
8/21/2023 12:08:58,10.80%,27.981 GB,100%,0%,0%
8/21/2023 12:09:00,11.10%,27.979 GB,0%,0%,0%
8/21/2023 12:09:02,11.00%,27.973 GB,0.43%,0%,0%
8/21/2023 12:09:04,10.70%,27.969 GB,42.90%,0%,0%
8/21/2023 12:09:06,12.40%,27.969 GB,88.30%,0%,0%
8/21/2023 12:09:08,2.19%,28.098 GB,100%,0%,0%
8/21/2023 12:09:10,49.00%,28.206 GB,100%,0%,0%
8/21/2023 12:09:12,35.30%,27.978 GB,100%,0%,0%
8/21/2023 12:09:14,10.50%,27.994 GB,100%,0%,0%
8/21/2023 12:09:16,10.60%,27.990 GB,100%,0%,0%
8/21/2023 12:09:18,11.30%,27.983 GB,100%,0%,0%
8/21/2023 12:09:20,10.90%,27.982 GB,100%,0%,0%
8/21/2023 12:09:22,10.60%,27.981 GB,100%,0%,0%
8/21/2023 12:09:24,10.50%,27.979 GB,51.20%,0%,0%
8/21/2023 12:09:26,11.40%,27.979 GB,0.02%,0%,0%
8/21/2023 12:09:28,11.50%,27.972 GB,0.29%,0%,0%
8/21/2023 12:09:30,10.60%,27.971 GB,93.50%,0%,0%
8/21/2023 12:09:32,6.19%,27.969 GB,100%,0%,0%
8/21/2023 12:09:34,6.20%,28.087 GB,100%,0%,0%
8/21/2023 12:09:36,64.60%,28.165 GB,100%,0%,0%
8/21/2023 12:09:38,10.70%,27.928 GB,100%,0%,0%
8/21/2023 12:09:40,11.80%,27.989 GB,100%,0%,0%
8/21/2023 12:09:42,11.50%,27.980 GB,100%,0%,0%
8/21/2023 12:09:44,11.00%,27.975 GB,100%,0%,0%
8/21/2023 12:09:46,11.20%,27.971 GB,100%,0%,0%
8/21/2023 12:09:48,10.90%,27.966 GB,100%,0%,0%
8/21/2023 12:09:50,10.90%,27.966 GB,2.93%,0%,0%
8/21/2023 12:09:52,11.80%,27.964 GB,0.31%,0%,0%
8/21/2023 12:09:54,11.10%,27.968 GB,40.80%,0%,0%
8/21/2023 12:09:56,12.10%,27.967 GB,96.50%,0%,0%
8/21/2023 12:09:58,1.69%,27.971 GB,100%,0%,0%
8/21/2023 12:10:00,41.20%,28.214 GB,100%,0%,0%
8/21/2023 12:10:02,36.80%,27.990 GB,100%,0%,0%
8/21/2023 12:10:04,10.70%,27.929 GB,100%,0%,0%
8/21/2023 12:10:06,12.20%,27.988 GB,100%,0%,0%
8/21/2023 12:10:08,11.70%,27.974 GB,100%,0%,0%
8/21/2023 12:10:10,11.60%,27.969 GB,100%,0%,0%
8/21/2023 12:10:12,11.60%,27.966 GB,100%,0%,0%
8/21/2023 12:10:14,12.30%,27.965 GB,56.80%,0%,0%
8/21/2023 12:10:16,11.10%,27.960 GB,0.01%,0%,0%
8/21/2023 12:10:18,10.60%,27.957 GB,0.27%,0%,0%
8/21/2023 12:10:20,11.60%,27.957 GB,96.30%,0%,0%
8/21/2023 12:10:22,6.57%,27.955 GB,100%,0%,0%
8/21/2023 12:10:24,5.39%,28.084 GB,100%,0%,0%
8/21/2023 12:10:26,64.60%,28.173 GB,100%,0%,0%
8/21/2023 12:10:28,11.10%,27.857 GB,100%,0%,0%
8/21/2023 12:10:30,10.80%,28.003 GB,100%,0%,0%
8/21/2023 12:10:32,10.60%,27.996 GB,100%,0%,0%
8/21/2023 12:10:34,10.60%,27.993 GB,100%,0%,0%
8/21/2023 12:10:36,11.20%,27.992 GB,100%,0%,0%
8/21/2023 12:10:38,10.80%,27.989 GB,100%,0%,0%
8/21/2023 12:10:40,12.30%,27.988 GB,8.47%,0%,0%
8/21/2023 12:10:42,11.80%,27.980 GB,0.29%,0%,0%
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
